customer_id,age,income_proxy,employment_type,credit_score_band,acquisition_channel,loan_product,loan_amount,tenure_months,interest_rate,origination_risk_grade,repayment_behavior,delinquency_status,partial_payment_flag,cashflow_volatility,acquisition_cost,approval_turnaround_days,origination_date,default_indicator,customer_lifetime_value
12049,52,Low,Business,Poor,Digital ad,SME working capital,48371.67871831853,6,0.24,E,On time,0,0,Medium,8,1.7523324099405402,2044-10-18,0,3441.8807049128955
12050,60,Medium,Self-employed,Poor,Partner referral,SME working capital,156709.20465282322,6,0.24,E,Late 1-15 days,0,0,Low,25,2.5009157790913137,2039-02-13,0,11150.62371346925
12051,44,Low,Salaried,Poor,Digital ad,SME working capital,69111.99878530475,6,0.24,E,Default,1,1,High,8,1.865620483187192,2029-06-13,1,-43460.74358348177
12052,33,Medium,Salaried,Fair,Direct mail,BNPL,27306.303034591598,3,0.17,D,On time,0,0,High,15,5.727960084345386,2039-07-12,0,777.306311556822
12053,35,Medium,Self-employed,Excellent,App store,Personal loan,62807.75573641792,24,0.15,A,Late 15-30 days,0,1,High,5,1.4717901391176422,2036-02-20,0,10280.345391835828
12054,39,Medium,Business,Excellent,Digital ad,Personal loan,52886.1426664778,12,0.13,A,On time,0,0,Medium,8,1.1624190996639923,2052-02-12,0,3797.6115639948403
12055,48,Medium,Self-employed,Fair,Direct mail,BNPL,27254.951470800337,3,0.17,D,On time,0,0,High,15,2.0022977907420625,2061-09-14,0,775.8445283709843
12056,49,Low,Self-employed,Fair,Digital ad,BNPL,23658.174627320004,3,0.17,D,Late 1-15 days,0,0,Medium,8,1.611891428378877,2035-07-29,0,673.4580083738656
12057,39,Medium,Salaried,Excellent,App store,SME working capital,268213.7194774847,12,0.13,A,On time,0,0,Low,5,1.6397065048687325,2053-10-04,0,19259.7053094476
12058,37,Medium,Salaried,Good,App store,Personal loan,94648.98738970315,12,0.15,C,On time,0,0,Medium,5,1.4141623246860109,2046-09-13,0,7865.307013968952
12059,37,Medium,Self-employed,Good,Partner referral,Personal loan,78194.23021533148,12,0.15,C,On time,0,0,High,25,3.496574000574942,2023-06-13,0,6497.920837042766
12060,34,Medium,Salaried,Good,Partner referral,BNPL,19859.85287792757,3,0.13,C,On time,0,0,High,25,2.493491707812017,2061-01-28,0,431.8422756624386
12061,50,Low,Self-employed,Good,Direct mail,Personal loan,14760.89496795825,12,0.15,C,Late 1-15 days,0,0,Low,15,2.2012387784133702,2061-10-13,0,1226.626654186175
12062,30,Medium,Self-employed,Fair,App store,SME working capital,299772.6386321084,3,0.19,D,Default,2,1,High,5,0.6932009015609226,2063-03-03,1,-200298.34046794078
12063,47,Medium,Salaried,Poor,Digital ad,Personal loan,77049.4514915767,3,0.24,E,On time,0,0,Medium,8,0.7243221210150834,2043-03-17,0,3102.3204844456486
12064,49,Medium,Salaried,Poor,Digital ad,SME working capital,282553.5321557104,3,0.24,E,On time,0,0,Medium,8,0.9120032975852311,2063-11-24,0,11376.7404412342
12065,34,Medium,Self-employed,Good,Digital ad,Personal loan,126460.49550362481,12,0.15,C,On time,0,0,Low,8,1.6432762994767234,2050-12-06,0,10508.83532624942
12066,57,High,Salaried,Good,Direct mail,Personal loan,130131.54359218571,24,0.16999999999999998,C,On time,0,0,Medium,15,3.5583037810111335,2040-05-27,0,24284.4118671302
12067,30,Low,Salaried,Poor,Digital ad,BNPL,20912.601617722234,3,0.22,E,Late 1-15 days,0,0,Medium,8,1.9983143858460235,2053-11-15,0,771.4386722242343
12068,35,Medium,Self-employed,Fair,Partner referral,BNPL,10477.05975398732,3,0.17,D,Default,1,1,High,25,2.923218770697421,2047-11-23,1,-7035.699892109988
12069,33,Medium,Self-employed,Good,Digital ad,Personal loan,69849.39862314281,6,0.15,C,On time,0,0,High,8,1.7796888125073418,2038-03-05,0,3087.5432778820978
12070,53,Low,Business,Poor,Direct mail,Personal loan,38004.80117426952,6,0.24,E,On time,0,0,High,15,3.1377014283486133,2039-06-13,0,2704.2268393764025
12071,59,Low,Salaried,Fair,Digital ad,SME working capital,96591.84876933345,6,0.19,D,On time,0,0,High,8,0.9833417954673833,2044-11-19,0,5422.861524574284
12072,24,Medium,Salaried,Good,App store,SME working capital,296007.62249487557,12,0.15,C,On time,0,0,Medium,5,0.8685157715540808,2043-11-30,0,24598.158877402893
12073,37,Low,Self-employed,Fair,Digital ad,BNPL,10167.513946140196,6,0.17,D,On time,0,0,Low,8,1.4208581088339987,2041-08-07,0,510.04839231737606
12074,41,Low,Salaried,Poor,Digital ad,Personal loan,36853.18768014909,3,0.24,E,On time,0,0,Medium,8,1.626464527067796,2052-11-04,0,1483.8574038355873
12075,53,High,Salaried,Excellent,Partner referral,Personal loan,231101.67736470423,12,0.13,A,On time,0,0,Low,25,2.184457694892168,2044-03-29,0,16594.78945086876
12076,44,Medium,Salaried,Poor,Digital ad,Personal loan,79949.15698876203,6,0.24,E,On time,0,0,Medium,8,1.165935883825859,2036-03-30,0,5688.772192838165
12077,38,Low,Salaried,Good,Direct mail,Personal loan,10537.407480897786,12,0.15,C,Late 1-15 days,0,0,Medium,15,5.3296504201036115,2029-04-12,0,875.6559077310394
12078,37,Medium,Salaried,Good,Direct mail,Personal loan,129286.30813413988,24,0.16999999999999998,C,Late 1-15 days,0,0,Low,15,2.7204412549799426,2040-12-05,0,24126.678811628968
12079,59,Medium,Salaried,Good,Partner referral,BNPL,20113.173223334583,3,0.13,C,On time,0,0,Low,25,5.069685853674774,2044-08-16,0,437.3505961472183
12080,29,High,Salaried,Good,App store,Personal loan,445186.709511859,24,0.16999999999999998,C,On time,0,0,Low,5,1.0281473422299006,2035-04-09,0,83078.22310506762
12081,40,Medium,Business,Fair,Partner referral,Personal loan,52938.45382156016,6,0.19,D,Default,1,1,Low,25,2.1639649813689728,2033-03-05,1,-34084.84593138889
12082,51,High,Salaried,Excellent,App store,Personal loan,151731.91906335304,12,0.13,A,On time,0,0,Medium,5,1.953421928626937,2052-09-02,0,10895.46072769945
12083,55,Low,Salaried,Poor,Digital ad,BNPL,24832.738565339874,6,0.22,E,Default,1,1,High,8,1.717641573083569,2039-10-24,1,-15765.364178943237
12084,35,Medium,Salaried,Good,Direct mail,BNPL,26611.3463236502,3,0.13,C,On time,0,0,Medium,15,2.3068282700110174,2050-04-05,0,578.6500245235293
12085,43,Low,Salaried,Poor,Digital ad,SME working capital,33754.13586238616,3,0.24,E,Default,2,1,Medium,8,1.1993208262993094,2027-03-30,1,-22268.81797731219
12086,38,Low,Business,Good,Partner referral,Personal loan,33885.3938356015,6,0.15,C,On time,0,0,Medium,25,6.000547912909653,2053-09-21,0,1497.8313631584388
12087,36,Medium,Self-employed,Excellent,Partner referral,Personal loan,45632.88063494845,24,0.15,A,On time,0,0,High,25,6.822048084783658,2051-04-15,0,7469.1695102182275
12088,53,Low,Self-employed,Fair,Direct mail,Personal loan,5654.237636427379,3,0.19,D,On time,0,0,Medium,15,4.267667368880986,2028-08-06,0,179.9884074337033
12089,34,Medium,Business,Fair,Direct mail,Personal loan,92791.31242803553,3,0.19,D,On time,0,0,High,15,6.524536833464504,2025-02-06,0,2953.7776127425022
12090,42,High,Business,Fair,Digital ad,BNPL,28609.05428726987,6,0.17,D,Default,1,1,Low,8,1.4927025356626493,2038-08-03,1,-18591.17870627604
12091,54,Medium,Salaried,Good,Direct mail,BNPL,18533.83164504845,6,0.13,C,On time,0,0,Medium,15,2.5884563509149694,2044-07-19,0,709.0507372657412
12092,48,Low,Salaried,Good,Direct mail,Personal loan,24310.777328133056,6,0.15,C,Late 1-15 days,0,0,High,15,6.139437891425628,2049-07-23,0,1074.6059178624964
12093,56,Medium,Salaried,Good,Digital ad,Personal loan,60256.46311015351,24,0.16999999999999998,C,On time,0,0,Medium,8,1.6491511878236307,2044-07-06,0,11244.719976651184
12094,37,High,Salaried,Good,Direct mail,BNPL,9881.407298112299,3,0.13,C,Default,1,1,High,15,3.6468262657043202,2032-01-16,1,-6702.118994584338
12095,49,Medium,Self-employed,Good,Partner referral,BNPL,9366.18838968399,3,0.13,C,On time,0,0,Medium,25,6.580573960906414,2035-05-15,0,203.6629441993282
12096,55,Medium,Salaried,Fair,Direct mail,BNPL,7856.569089908668,3,0.17,D,On time,0,0,Low,15,3.094422239501673,2060-12-02,0,223.64656002798893
12097,22,Low,Self-employed,Good,Digital ad,BNPL,3862.8238657761876,3,0.13,C,Late 1-15 days,0,0,Medium,8,1.554286661604901,2058-12-29,0,83.99511612364176
12098,52,Low,Salaried,Fair,Digital ad,Personal loan,39068.7831257203,3,0.19,D,Default,2,1,Low,8,1.6161070238744872,2032-01-06,1,-26104.49192391867
12099,57,Medium,Salaried,Poor,Direct mail,SME working capital,161723.05799605,3,0.24,E,Default,1,1,Low,15,3.4843306968612864,2047-09-03,1,-106694.52051538165
12100,54,Low,Salaried,Fair,Digital ad,BNPL,6369.768253613692,3,0.17,D,Default,2,1,High,8,1.006576063506214,2026-11-04,1,-4277.514767218891
12101,54,High,Self-employed,Excellent,Partner referral,SME working capital,683358.313057689,12,0.13,A,On time,0,0,Medium,25,6.618695449415435,2026-10-14,0,49070.121229787124
12102,60,Medium,Self-employed,Good,Partner referral,Personal loan,141794.6116046445,6,0.15,C,On time,0,0,Medium,25,4.890366573836799,2051-04-24,0,6267.727547116927
12103,39,Medium,Business,Good,Partner referral,BNPL,21277.64803908365,3,0.13,C,On time,0,0,Low,25,2.789310255307161,2041-12-20,0,462.67150146689164
12104,44,Medium,Self-employed,Good,Partner referral,BNPL,7370.348003530153,3,0.13,C,On time,0,0,High,25,3.0145274618023494,2038-07-12,0,160.26442259328178
12105,44,Medium,Salaried,Excellent,Partner referral,Personal loan,76765.41176918888,6,0.13,A,On time,0,0,Low,25,2.552325314790733,2027-06-27,0,2936.8223934414273
12106,36,Medium,Salaried,Excellent,Digital ad,Personal loan,128145.29769425225,12,0.13,A,On time,0,0,Medium,8,0.6460310644531422,2063-03-28,0,9201.768929608807
12107,47,High,Self-employed,Good,Digital ad,Personal loan,120256.5764568607,12,0.15,C,Default,2,1,Low,8,1.2385020273196767,2041-11-29,1,-74186.31230383182
12108,51,High,Self-employed,Good,Direct mail,BNPL,11423.977523784686,6,0.13,C,On time,0,0,Medium,15,5.411361226622546,2046-07-10,0,437.04830392752774
12109,46,High,Salaried,Excellent,Direct mail,Personal loan,255134.256908604,24,0.15,A,On time,0,0,Medium,15,6.6727630660458415,2040-07-16,0,41760.2611581455
12110,37,High,Salaried,Good,Digital ad,Personal loan,281049.63325599,24,0.16999999999999998,C,Late 15-30 days,0,1,Medium,8,0.6301839503035087,2047-11-05,0,52447.89126980124
12111,60,Medium,Salaried,Good,Direct mail,Personal loan,94830.9052534273,12,0.15,C,On time,0,0,Low,15,3.792809275639385,2055-03-11,0,7880.424342626939
12112,35,Medium,Salaried,Good,Digital ad,SME working capital,210762.89918724998,12,0.15,C,On time,0,0,Medium,8,1.1931632100780973,2026-03-25,0,17514.343840114365
12113,38,Low,Business,Poor,Digital ad,Personal loan,12320.548099266676,3,0.24,E,On time,0,0,Medium,8,1.4880514457566205,2037-12-01,0,496.07476767218213
12114,33,Low,Self-employed,Poor,Digital ad,Personal loan,23762.28665371509,3,0.24,E,Late 15-30 days,0,1,Low,8,1.4280041489921533,2051-04-06,0,956.7651322105667
12115,50,Low,Salaried,Poor,Partner referral,BNPL,12332.624759770235,3,0.22,E,Default,2,1,High,25,3.851651313442763,2036-11-26,1,-8177.902845751387
12116,53,Low,Salaried,Fair,Digital ad,Personal loan,46819.470632943114,6,0.19,D,On time,0,0,Medium,8,1.0217964638260837,2046-09-05,0,2628.539665936405
12117,45,Medium,Self-employed,Fair,Direct mail,Personal loan,117852.75503979843,3,0.19,D,On time,0,0,High,15,5.590966073982868,2037-03-03,0,3751.545487693802
12118,34,Low,Self-employed,Good,App store,Personal loan,43973.63623381717,12,0.15,C,On time,0,0,Low,5,0.5001760273966003,2050-10-08,0,3654.1980959131542
12119,41,High,Salaried,Good,App store,Personal loan,383858.08216777066,12,0.15,C,On time,0,0,Low,5,1.3321153352388881,2024-11-20,0,31898.509950369422
12120,36,High,Self-employed,Good,Digital ad,Personal loan,122749.44249477975,12,0.15,C,On time,0,0,Low,8,1.4008219381917435,2059-05-17,0,10200.447755873218
12121,25,Low,Self-employed,Excellent,App store,BNPL,15273.623682309102,6,0.11,A,On time,0,0,Medium,5,1.375153025311475,2040-11-12,0,493.7547911950187
12122,55,Low,Salaried,Fair,Partner referral,Personal loan,40009.23433548477,6,0.19,D,On time,0,0,High,25,2.9200752896799997,2063-05-02,0,2246.1992421710456
12123,49,High,Business,Good,Direct mail,BNPL,18560.33942973749,6,0.13,C,On time,0,0,Medium,15,2.7466859536993393,2040-10-06,0,710.0648483592813
12124,23,High,Salaried,Excellent,App store,Personal loan,403417.6838851863,24,0.15,A,Late 15-30 days,0,1,Low,5,1.4089850384030518,2050-10-11,0,66031.2262217871
12125,51,High,Salaried,Excellent,Partner referral,Personal loan,484773.67128679645,12,0.13,A,On time,0,0,Medium,25,5.357673095077296,2042-08-03,0,34810.29258664179
12126,47,High,Salaried,Good,Partner referral,BNPL,8926.82164748336,3,0.13,C,Late 1-15 days,0,0,Low,25,5.358650700480187,2057-07-13,0,194.10914060528557
12127,47,High,Salaried,Excellent,Partner referral,Personal loan,493355.6799580732,6,0.13,A,On time,0,0,Medium,25,5.05011672854263,2041-02-05,0,18874.359889956773
12128,41,Medium,Salaried,Poor,Partner referral,BNPL,5374.849549907677,3,0.22,E,On time,0,0,Low,25,3.1009645115044577,2052-11-06,0,198.2712087180971
12129,49,Low,Self-employed,Poor,App store,SME working capital,93602.59154764056,6,0.24,E,On time,0,0,High,5,0.9916823948111647,2058-03-02,0,6660.280608695553
12130,41,Medium,Salaried,Good,Direct mail,BNPL,7409.316792295443,3,0.13,C,Late 15-30 days,0,1,Low,15,2.48398632125989,2058-04-04,0,161.11177884126755
12131,32,Low,Business,Poor,Partner referral,SME working capital,77551.02726606664,6,0.24,E,On time,0,0,High,25,6.407297507045706,2034-11-28,0,5518.133574557229
12132,31,High,Self-employed,Excellent,Digital ad,Personal loan,413318.4647345967,12,0.13,A,Late 1-15 days,0,0,Low,8,1.9353619756547658,2028-02-28,0,29679.286522887473
12133,44,Medium,Salaried,Fair,Digital ad,Personal loan,126392.12784799821,6,0.19,D,On time,0,0,Medium,8,0.7633821805641487,2058-06-30,0,7095.909394516042
12134,58,Medium,Salaried,Fair,Digital ad,Personal loan,79714.38696529932,6,0.19,D,On time,0,0,Medium,8,0.7343458064362502,2029-10-30,0,4475.326723080507
12135,40,Low,Salaried,Fair,Digital ad,SME working capital,33549.74139131275,6,0.19,D,On time,0,0,Medium,8,1.5013892983100952,2039-04-14,0,1883.5502588302188
12136,39,Medium,Salaried,Good,Direct mail,SME working capital,293909.15221877774,12,0.15,C,On time,0,0,High,15,5.6183450407240505,2031-04-25,0,24423.776525975903
12137,48,Medium,Salaried,Fair,Direct mail,BNPL,20044.80045931439,3,0.17,D,On time,0,0,Low,15,5.167435802017877,2038-10-26,0,570.5990258433812
12138,27,High,Salaried,Poor,Digital ad,BNPL,9221.31497810176,3,0.22,E,Default,1,1,Medium,8,1.7517254122255863,2055-04-18,1,-6114.758169484208
12139,31,Low,Salaried,Excellent,Direct mail,BNPL,12992.387625028252,3,0.11,A,On time,0,0,Medium,15,2.6443350369747938,2025-04-25,0,238.91826180909266
12140,23,High,Salaried,Excellent,Direct mail,Personal loan,219047.98450027712,12,0.13,A,On time,0,0,Medium,15,6.408999209007624,2046-11-30,0,15729.24620829447
12141,45,High,Salaried,Good,Digital ad,Personal loan,465916.43756662775,24,0.16999999999999998,C,Late 1-15 days,0,0,Low,8,1.7332772083647674,2055-08-17,0,86946.68758400448
12142,59,Medium,Business,Good,Partner referral,Personal loan,125462.67487277929,24,0.16999999999999998,C,On time,0,0,Low,25,4.136046376059781,2055-07-03,0,23413.13402160688
12143,49,Medium,Salaried,Good,Direct mail,SME working capital,317695.91922564775,6,0.15,C,Default,2,1,Low,15,3.744194194305427,2044-10-24,1,-208344.07481096394
12144,49,Medium,Salaried,Excellent,Partner referral,Personal loan,31450.01426149701,12,0.13,A,On time,0,0,Low,25,4.969601740556831,2057-10-28,0,2258.3408776939978
12145,60,Low,Salaried,Fair,Digital ad,Personal loan,34745.99457361142,3,0.19,D,Default,1,1,Low,8,1.243874640284816,2043-02-05,1,-23216.14501830325
12146,23,Low,Salaried,Good,Digital ad,SME working capital,41408.22798031203,12,0.15,C,Late 1-15 days,0,0,Medium,8,1.8224818064320338,2060-01-06,0,3441.0133161657577
12147,26,High,Self-employed,Excellent,Digital ad,Personal loan,399279.2361216635,24,0.15,A,On time,0,0,High,8,0.6134207288605871,2056-12-12,0,65353.846941214986
12148,32,Medium,Salaried,Good,App store,BNPL,26950.47017147656,3,0.13,C,On time,0,0,Medium,5,1.3201866207450814,2042-07-17,0,586.0240979910814
12149,31,Low,Salaried,Poor,Digital ad,SME working capital,81273.86961106883,6,0.24,E,On time,0,0,High,8,1.6145354595925139,2031-02-12,0,5783.031952579477
12150,23,Medium,Salaried,Good,Partner referral,Personal loan,138857.1705117774,12,0.15,C,Late 1-15 days,0,0,Low,25,3.754480870759849,2029-12-04,0,11538.995897223707
12151,36,Medium,Salaried,Excellent,App store,BNPL,13164.316746200317,3,0.11,A,Late 15-30 days,0,0,Medium,5,1.3992468906763171,2038-10-21,0,242.0798829037176
12152,60,Low,Salaried,Fair,Direct mail,SME working capital,69932.90698620412,3,0.19,D,On time,0,0,High,15,3.0210656787492307,2025-11-14,0,2226.1378748151183
12153,58,Medium,Salaried,Excellent,Digital ad,Personal loan,84356.94135679989,24,0.15,A,On time,0,0,Medium,8,1.666053229063788,2042-04-16,0,13807.506464427002
12154,28,Low,Salaried,Good,Direct mail,Personal loan,42353.545816137506,6,0.15,C,On time,0,0,Low,15,3.3487767168648563,2028-05-14,0,1872.1479104583195
12155,41,Low,Salaried,Poor,Direct mail,BNPL,17765.86641944167,3,0.22,E,Default,1,1,Low,15,6.898684949991852,2029-12-05,1,-11780.746789825933
12156,55,Medium,Business,Fair,Digital ad,BNPL,21876.302816892137,3,0.17,D,Late 15-30 days,0,1,Low,8,0.6248327191793078,2053-06-30,0,622.7349133113021
12157,56,Medium,Salaried,Good,Partner referral,Personal loan,103865.30359283254,12,0.15,C,On time,0,0,High,25,3.1688569588009488,2046-01-29,0,8631.180569244985
12158,55,Low,Salaried,Poor,Direct mail,BNPL,26139.7675822723,6,0.22,E,Default,1,1,Medium,15,2.3202732032494904,2036-06-18,1,-16595.147345635385
12159,43,Medium,Self-employed,Good,Digital ad,SME working capital,220282.34001960326,6,0.15,C,On time,0,0,Low,8,1.9752299397817852,2048-07-13,0,9737.10971848399
12160,52,Low,Self-employed,Poor,Direct mail,Personal loan,9897.10041255282,3,0.24,E,On time,0,0,High,15,2.4127533588145527,2039-02-27,0,398.4970269364567
12161,44,Low,Self-employed,Good,Digital ad,BNPL,28568.925272290024,3,0.13,C,On time,0,0,Medium,8,1.0527247391122019,2045-09-08,0,621.2165708703542
12162,40,Low,Self-employed,Good,Partner referral,Personal loan,30017.116493801386,12,0.15,C,On time,0,0,High,25,3.530276376315469,2034-08-30,0,2494.4148205805723
12163,25,Low,Salaried,Poor,Digital ad,Personal loan,40225.50006515278,6,0.24,E,On time,0,0,Medium,8,0.9313282589349621,2058-03-10,0,2862.2403891740396
12164,45,Low,Salaried,Fair,Direct mail,Personal loan,35556.50437443977,6,0.19,D,Default,1,1,Medium,15,6.833704038892139,2059-12-19,1,-22893.33907534622
12165,41,High,Self-employed,Good,Digital ad,SME working capital,545318.9007192778,24,0.16999999999999998,C,Late 1-15 days,0,0,High,8,1.8127479771765462,2038-06-27,0,101764.32568492834
12166,60,Medium,Business,Good,Digital ad,BNPL,28636.235617581573,3,0.13,C,On time,0,0,Low,8,0.9884680831752091,2039-09-11,0,622.68019967289
12167,49,Low,Salaried,Fair,Digital ad,SME working capital,78628.2753796144,6,0.19,D,Default,1,1,High,8,1.5124622071009939,2039-03-05,1,-50625.44254123044
12168,60,Low,Salaried,Poor,Direct mail,Personal loan,15418.218425303565,6,0.24,E,Default,1,1,Medium,15,2.71741241637459,2043-03-10,1,-9695.671508182639
12169,38,Low,Self-employed,Poor,Digital ad,BNPL,29882.768070123766,3,0.22,E,Late 1-15 days,0,0,Medium,8,1.3266260223569786,2031-02-26,0,1102.3364449722612
12170,40,Medium,Salaried,Fair,Direct mail,Personal loan,149982.86090878246,3,0.19,D,On time,0,0,Low,15,6.323206075498515,2059-05-29,0,4774.326445603569
12171,56,Medium,Business,Excellent,Direct mail,BNPL,10106.427405030143,6,0.11,A,On time,0,0,Low,15,6.660747015194098,2061-03-25,0,326.7133626500254
12172,53,Low,Salaried,Fair,Digital ad,Personal loan,49333.408584991346,3,0.19,D,On time,0,0,Low,8,1.0950973810152924,2041-05-27,0,1570.4047504623886
12173,60,Medium,Self-employed,Excellent,Partner referral,Personal loan,102172.4615350192,12,0.13,A,On time,0,0,Low,25,3.240190535872521,2044-06-21,0,7336.729469838043
12174,56,Medium,Salaried,Fair,Partner referral,SME working capital,125936.90646284758,3,0.19,D,On time,0,0,Low,25,3.13404361760655,2045-08-17,0,4008.88407755307
12175,51,Low,Salaried,Fair,Partner referral,SME working capital,98259.92648058651,6,0.19,D,Default,2,1,Medium,25,5.188230979548629,2059-01-18,1,-63265.4377592792
12176,38,Medium,Salaried,Good,App store,Personal loan,37737.772871641864,24,0.16999999999999998,C,On time,0,0,Low,5,1.0839074677764162,2056-02-28,0,7042.409503995121
12177,50,Medium,Salaried,Good,Digital ad,Personal loan,104675.96389350873,12,0.15,C,On time,0,0,Low,8,0.8483437216447618,2031-08-05,0,8698.546236059803
12178,27,Low,Salaried,Poor,Direct mail,BNPL,25439.125778032594,3,0.22,E,Late 1-15 days,0,0,Low,15,5.080622431038444,2045-10-17,0,938.4162607544677
12179,38,Medium,Self-employed,Fair,Direct mail,Personal loan,128659.71878588496,6,0.19,D,Late 15-30 days,0,0,Low,15,5.152662769889567,2063-10-14,0,7223.216530751757
12180,38,Medium,Salaried,Poor,Digital ad,Personal loan,25775.378613659894,3,0.24,E,On time,0,0,Medium,8,0.6066168941578485,2060-12-06,0,1037.8203026693955
12181,35,Medium,Salaried,Good,Partner referral,SME working capital,191924.11110581202,12,0.15,C,Late 1-15 days,0,0,Medium,25,6.883689832174477,2054-04-09,0,15948.845295248466
12182,45,Medium,Salaried,Good,Direct mail,Personal loan,36094.777204018465,24,0.16999999999999998,C,Default,2,1,High,15,4.264025629975116,2028-01-01,1,-18530.54108775351
12183,58,Medium,Self-employed,Poor,Partner referral,Personal loan,57451.831486159484,3,0.24,E,Default,2,1,High,25,6.020801526353533,2038-03-11,1,-37903.040476120645
12184,60,Medium,Salaried,Fair,Partner referral,Personal loan,142253.32300733778,6,0.19,D,On time,0,0,Low,25,3.6837472845560657,2047-01-20,0,7986.388933516777
12185,53,Medium,Business,Fair,Digital ad,BNPL,26764.004956636512,3,0.17,D,On time,0,0,Medium,8,1.5434050615217845,2052-11-21,0,761.8691533957353
12186,57,Medium,Self-employed,Good,Partner referral,Personal loan,107400.73957703754,12,0.15,C,On time,0,0,Medium,25,3.716569392491549,2024-07-14,0,8924.974409104194
12187,58,Low,Self-employed,Fair,Digital ad,SME working capital,91872.67864184803,3,0.19,D,On time,0,0,Low,8,0.795995393087751,2059-08-10,0,2924.535220960912
12188,35,Medium,Salaried,Excellent,Partner referral,Personal loan,64530.017817860666,12,0.13,A,On time,0,0,Low,25,4.536320463178657,2046-02-04,0,4633.726899603025
12189,48,Medium,Self-employed,Good,Direct mail,SME working capital,302739.2802153295,24,0.16999999999999998,C,On time,0,0,High,15,2.4211525169506936,2037-11-18,0,56495.49037969817
12190,40,Medium,Salaried,Poor,Digital ad,SME working capital,263361.49981160683,3,0.24,E,Default,2,1,High,8,1.303612114364845,2035-02-24,1,-173749.0577583406
12191,52,High,Salaried,Good,Partner referral,Personal loan,393595.8165684417,12,0.15,C,On time,0,0,Medium,25,2.8452246852149354,2051-06-05,0,32707.713226537744
12192,30,High,Salaried,Good,Partner referral,Personal loan,134299.0841465076,12,0.15,C,On time,0,0,Medium,25,2.184688042833371,2046-07-16,0,11160.220068260824
12193,59,Low,Salaried,Poor,Digital ad,SME working capital,47917.53653429884,6,0.24,E,On time,0,0,High,8,1.6449696771682145,2026-12-13,0,3409.566275025798
12194,38,High,Salaried,Excellent,Partner referral,BNPL,3363.9801356995295,6,0.11,A,On time,0,0,Medium,25,5.027582529046175,2046-02-22,0,108.74834577798083
12195,40,Medium,Salaried,Fair,Digital ad,Personal loan,43812.68918514658,6,0.19,D,Default,1,1,Medium,8,1.525532875013754,2035-01-24,1,-28209.149548439505
12196,25,Medium,Salaried,Good,Partner referral,SME working capital,149661.55653249263,24,0.16999999999999998,C,On time,0,0,Medium,25,6.923876797558939,2062-02-28,0,27928.99230413101
12197,32,High,Salaried,Good,Partner referral,BNPL,18399.148657456648,3,0.13,C,On time,0,0,Medium,25,4.855154313710939,2027-08-17,0,400.0800144556124
12198,43,Medium,Self-employed,Fair,Partner referral,Personal loan,119985.17166617027,3,0.19,D,Late 1-15 days,0,0,Low,25,3.4937585737009718,2063-07-17,0,3819.4255976653367
12199,25,Medium,Business,Fair,Digital ad,BNPL,5037.352395940208,6,0.17,D,On time,0,0,Medium,8,0.6220853797280412,2050-02-25,0,252.69633311501275
12200,38,High,Self-employed,Excellent,Digital ad,BNPL,3531.409927431549,3,0.11,A,On time,0,0,Medium,8,1.2070396436395483,2059-12-16,0,64.93943576406264
12201,29,Low,Salaried,Good,Partner referral,Personal loan,44763.72354716091,12,0.15,C,Default,1,1,High,25,2.073774657804065,2039-04-29,1,-27614.752330350515
12202,55,Low,Salaried,Poor,Digital ad,Personal loan,10867.659910344832,3,0.24,E,Default,1,1,Low,8,0.7828509860334364,2029-11-01,1,-7169.786285433694
12203,32,Medium,Salaried,Good,Digital ad,Personal loan,81038.29269815303,24,0.16999999999999998,C,On time,0,0,Low,8,1.363811432781225,2062-12-28,0,15122.9073487235
12204,52,High,Salaried,Good,Direct mail,Personal loan,145097.74429698635,12,0.15,C,On time,0,0,Low,15,6.36276274134603,2023-12-07,0,12057.586007035454
12205,32,High,Business,Excellent,Digital ad,SME working capital,628037.1288303016,12,0.13,A,On time,0,0,Medium,8,1.8428769078946303,2029-08-05,0,45097.65588511806
12206,59,Low,Salaried,Fair,Partner referral,Personal loan,9781.88569500201,3,0.19,D,Late 15-30 days,0,1,High,25,5.3216678077225446,2049-10-24,0,311.3816824038513
12207,42,High,Self-employed,Excellent,Partner referral,Personal loan,404915.38859763794,12,0.13,A,Late 15-30 days,0,1,Medium,25,5.026217001578404,2057-04-03,0,29075.884242027358
12208,51,Low,Self-employed,Poor,Digital ad,BNPL,4396.220183033754,6,0.22,E,Default,2,1,Medium,8,1.2763062639911587,2038-10-31,1,-2790.9935110050183
12209,31,High,Self-employed,Good,Digital ad,Personal loan,272081.1359152836,12,0.15,C,Late 15-30 days,0,0,Medium,8,1.0873833468506295,2035-07-13,0,22609.87386871851
12210,47,Medium,Business,Good,Partner referral,BNPL,13776.094219088975,6,0.13,C,On time,0,0,Low,25,4.931083837797404,2033-03-14,0,527.0334785466239
12211,48,Low,Salaried,Good,Digital ad,SME working capital,93661.6109269663,6,0.15,C,On time,0,0,High,8,1.1578097930286106,2063-11-13,0,4140.111195135614
12212,29,Low,Salaried,Poor,Digital ad,Personal loan,24341.32702769851,3,0.24,E,On time,0,0,Low,8,1.7425970365229655,2030-08-17,0,980.0796241213393
